loc_num,population,county_city,loc_type,ramp_int
1008,6.0,5604,ramp,2.0
1009,5.0,5601,highway,
1010,6.0,5609,ramp,1.0
1011,9.0,4900,intersection,5.0
1012,4.0,4008,ramp,1.0
1013,6.0,1925,,
1014,6.0,1925,ramp,4.0
1015,6.0,1985,highway,5.0
1016,6.0,1985,intersection,6.0
1017,6.0,1985,ramp,4.0
1018,6.0,1985,intersection,5.0
1019,6.0,5608,ramp,1.0
1020,3.0,3006,highway,
1021,9.0,4900,ramp,2.0
1022,2.0,4902,highway,
1023,4.0,5703,,
1024,3.0,4802,highway,
1025,4.0,1910,intersection,6.0
1026,9.0,3100,ramp,4.0
1027,5.0,4402,highway,
1028,9.0,4400,intersection,5.0
1029,4.0,1910,highway,
1030,9.0,4200,ramp,1.0
1031,5.0,3105,,
1032,5.0,3105,ramp,4.0
1033,4.0,1945,,
1034,3.0,3392,highway,
1035,3.0,2105,,
1036,1.0,1973,,
1037,4.0,3018,ramp,2.0
1038,9.0,3300,intersection,6.0
1039,5.0,3028,ramp,1.0
1040,5.0,3028,ramp,2.0
1041,5.0,3611,,
1042,2.0,601,highway,
1043,3.0,3101,intersection,6.0
1044,5.0,1931,,
1045,3.0,1201,,
1046,3.0,1201,intersection,5.0
1047,5.0,4308,ramp,4.0
1048,5.0,4308,intersection,5.0
1049,4.0,4302,ramp,4.0
1050,9.0,3100,ramp,2.0
1051,3.0,3101,ramp,2.0
1052,6.0,3315,,
1053,6.0,3394,,
1054,5.0,3906,,
1055,9.0,2700,ramp,4.0
1056,9.0,2700,intersection,6.0
1057,6.0,3607,intersection,5.0
1058,6.0,3607,,
1059,4.0,2706,,
1060,4.0,2706,highway,
1061,3.0,5202,ramp,4.0
1062,4.0,3020,highway,1.0
1063,5.0,3602,ramp,1.0
1064,4.0,1905,highway,
1065,5.0,1906,ramp,4.0
1066,9.0,2300,intersection,5.0
1067,5.0,3612,,
1068,3.0,1964,ramp,2.0
1069,5.0,3612,highway,1.0
1070,5.0,3619,highway,
1071,5.0,5601,ramp,4.0
1072,2.0,5603,highway,
1073,4.0,4202,,
1074,9.0,3600,intersection,6.0
1075,4.0,4109,ramp,3.0
1076,3.0,4110,,
1077,3.0,4110,intersection,5.0
1078,4.0,4304,highway,
1079,5.0,1919,ramp,1.0
1080,3.0,4001,,
1081,3.0,4001,intersection,5.0
1082,3.0,4001,ramp,4.0
1083,2.0,4706,,
1084,3.0,5202,intersection,5.0
1085,2.0,5009,,
1086,3.0,1501,intersection,5.0
1087,2.0,4206,highway,
1088,5.0,4502,intersection,6.0
1089,5.0,3612,ramp,4.0
1090,3.0,1964,ramp,1.0
1091,1.0,2302,,
1092,4.0,4403,intersection,5.0
1093,5.0,3003,,
1094,5.0,3003,intersection,5.0
1095,5.0,3003,ramp,4.0
1096,4.0,3314,,
1097,5.0,4402,intersection,5.0
1098,6.0,3604,ramp,2.0
1099,2.0,3680,highway,
1100,4.0,3002,ramp,4.0
1101,5.0,3611,ramp,2.0
1102,2.0,4201,,
1103,3.0,734,,
1104,5.0,1906,ramp,1.0
1105,5.0,2406,highway,
1106,5.0,2109,highway,
1107,5.0,2109,ramp,2.0
1108,9.0,2100,highway,
1109,2.0,2102,highway,
1110,6.0,5608,ramp,2.0
1111,6.0,3604,ramp,3.0
1112,4.0,5102,,
1113,4.0,5102,intersection,5.0
1114,4.0,5102,highway,
1115,5.0,3012,highway,
1116,5.0,3012,intersection,5.0
1117,4.0,791,ramp,2.0
1118,4.0,791,highway,
1119,5.0,111,,
1120,7.0,3313,ramp,2.0
1121,4.0,4214,ramp,2.0
1122,5.0,4312,,
1123,5.0,4312,intersection,5.0
1124,5.0,4312,intersection,6.0
1125,4.0,3307,intersection,5.0
1126,4.0,3307,highway,
1127,4.0,3307,,
1128,9.0,4300,intersection,5.0
1129,4.0,4310,highway,
1130,9.0,4300,ramp,2.0
1131,4.0,1503,highway,
1132,2.0,2103,,
1133,6.0,1950,highway,
1134,9.0,3500,,
1135,3.0,3783,,
1136,2.0,3704,,
1137,5.0,3782,,
1138,4.0,3501,,
1139,9.0,3500,intersection,5.0
1140,6.0,1950,intersection,5.0
1141,5.0,3609,,
1142,5.0,3609,intersection,5.0
1143,3.0,3703,intersection,6.0
1144,5.0,3708,ramp,4.0
1145,6.0,1950,ramp,4.0
1146,9.0,700,intersection,5.0
1147,4.0,3309,intersection,6.0
1148,9.0,5000,intersection,6.0
1149,4.0,709,highway,
1150,3.0,734,intersection,5.0
1151,3.0,706,highway,
1152,6.0,105,ramp,2.0
1153,5.0,113,ramp,1.0
1154,9.0,900,ramp,1.0
1155,3.0,2405,,
1156,3.0,2405,intersection,5.0
1157,3.0,2405,highway,
1158,6.0,106,intersection,5.0
1159,6.0,106,intersection,6.0
1160,6.0,106,ramp,4.0
1161,3.0,4004,,
1162,3.0,4004,intersection,6.0
1163,3.0,4004,ramp,3.0
1164,9.0,1500,ramp,3.0
1165,1.0,301,,
1166,3.0,2712,,
1167,2.0,1014,,
1168,4.0,4904,ramp,4.0
1169,3.0,3392,intersection,6.0
1170,2.0,2601,highway,
1171,1.0,2107,,
1172,5.0,402,intersection,5.0
1173,5.0,402,intersection,6.0
1174,1.0,1934,ramp,1.0
1175,6.0,3315,ramp,1.0
1176,5.0,3450,highway,
1177,6.0,1920,ramp,2.0
1178,9.0,2400,ramp,2.0
1179,5.0,2406,,
1180,5.0,1969,,
1181,4.0,3011,,
1182,6.0,4807,intersection,6.0
1183,6.0,4807,intersection,5.0
1184,9.0,4200,highway,4.0
1185,3.0,1501,intersection,6.0
1186,3.0,3306,,
1187,4.0,4104,intersection,5.0
1188,4.0,4104,intersection,6.0
1189,2.0,403,,
1190,9.0,400,highway,
1191,9.0,1300,intersection,5.0
1192,9.0,3100,intersection,6.0
1193,3.0,2908,ramp,3.0
1194,4.0,2710,highway,
1195,6.0,1949,,
1196,4.0,1936,,
1197,7.0,3801,intersection,6.0
1198,1.0,4105,,
1199,2.0,2601,,
1200,5.0,3602,,
1201,5.0,3602,ramp,4.0
1202,5.0,3602,intersection,6.0
1203,6.0,2708,,
1204,6.0,2708,highway,
1205,6.0,2708,intersection,6.0
1206,6.0,2708,intersection,5.0
1207,6.0,2708,ramp,4.0
1208,4.0,5704,,
1209,4.0,3029,,
1210,6.0,3616,ramp,1.0
1211,6.0,3004,ramp,1.0
1212,5.0,5007,ramp,4.0
1213,5.0,3609,ramp,4.0
1214,4.0,3307,ramp,1.0
1215,4.0,2106,highway,
1216,9.0,2100,intersection,5.0
1217,5.0,710,highway,
1218,6.0,5607,ramp,2.0
1219,9.0,200,highway,
1220,9.0,900,intersection,5.0
1221,4.0,108,,
1222,4.0,198,ramp,2.0
1223,5.0,111,ramp,2.0
1224,4.0,1918,ramp,2.0
1225,4.0,5001,highway,
1226,6.0,3009,,
1227,2.0,5501,,
1228,2.0,5501,highway,
1229,2.0,5501,intersection,5.0
1230,2.0,3901,,
1231,2.0,3901,intersection,5.0
1232,2.0,3901,highway,
1233,6.0,1972,ramp,1.0
1234,4.0,1939,ramp,2.0
1235,5.0,1956,ramp,2.0
1236,4.0,1503,intersection,5.0
1237,6.0,3008,ramp,2.0
1238,5.0,3007,ramp,2.0
1239,5.0,1948,,
1240,4.0,4801,,
1241,4.0,108,highway,
1242,7.0,3801,intersection,5.0
1243,7.0,3801,ramp,4.0
1244,5.0,4908,highway,
1245,4.0,1979,,
1246,2.0,2805,intersection,5.0
1247,2.0,2803,highway,
1248,3.0,4802,,
1249,5.0,3902,intersection,5.0
1250,3.0,4903,,
1251,9.0,600,highway,
1252,9.0,600,,
1253,9.0,600,ramp,2.0
1254,6.0,4905,ramp,4.0
1255,6.0,4905,intersection,6.0
1256,6.0,4905,intersection,5.0
1257,3.0,1929,intersection,5.0
1258,5.0,3335,highway,1.0
1259,4.0,2002,intersection,6.0
1260,4.0,2002,highway,
1261,4.0,2002,ramp,4.0
1262,4.0,2002,intersection,5.0
1263,6.0,3607,highway,1.0
1264,6.0,3616,highway,2.0
1265,3.0,1963,,
1266,4.0,4315,,
1267,2.0,4306,,
1268,4.0,4315,ramp,4.0
1269,4.0,5703,ramp,1.0
1270,2.0,901,ramp,4.0
1271,9.0,5500,highway,
1272,4.0,4109,ramp,2.0
1273,4.0,3018,,
1274,2.0,2804,highway,
1275,5.0,3308,intersection,5.0
1276,4.0,1913,ramp,4.0
1277,4.0,1913,intersection,5.0
1278,4.0,1913,intersection,6.0
1279,3.0,3402,ramp,2.0
1280,3.0,1015,ramp,4.0
1281,2.0,1003,,
1282,3.0,4004,ramp,4.0
1283,4.0,790,ramp,4.0
1284,2.0,3336,highway,
1285,3.0,1994,highway,
1286,6.0,3394,ramp,4.0
1287,3.0,3601,intersection,6.0
1288,9.0,1800,,
1289,2.0,1009,,
1290,2.0,2111,,
1291,2.0,5003,,
1292,2.0,2805,highway,
1293,6.0,704,ramp,4.0
1294,4.0,4805,,
1295,4.0,4805,intersection,5.0
1296,2.0,5101,,
1297,2.0,5101,highway,
1298,2.0,5101,intersection,6.0
1299,4.0,1979,intersection,6.0
1300,7.0,109,ramp,2.0
1301,7.0,109,ramp,1.0
1302,7.0,3001,ramp,4.0
1303,4.0,4102,ramp,4.0
1304,1.0,3102,highway,
1305,7.0,109,ramp,3.0
1306,5.0,4803,ramp,4.0
1307,5.0,3708,ramp,2.0
1308,9.0,2700,ramp,2.0
1309,9.0,4100,intersection,5.0
1310,5.0,4311,ramp,2.0
1311,9.0,3700,intersection,6.0
1312,9.0,5800,intersection,6.0
1313,2.0,4103,,
1314,4.0,1970,,
1315,5.0,4117,,
1316,5.0,3712,,
1317,5.0,3712,ramp,4.0
1318,6.0,1975,,
1319,3.0,3615,highway,
1320,5.0,3608,highway,
1321,2.0,2301,,
1322,2.0,2301,highway,
1323,4.0,1946,,
1324,2.0,2803,intersection,5.0
1325,2.0,4206,,
1326,5.0,3028,ramp,4.0
1327,4.0,3048,ramp,4.0
1328,2.0,2301,intersection,5.0
1329,5.0,3608,,
1330,3.0,3615,ramp,2.0
1331,5.0,1965,ramp,2.0
1332,5.0,712,,
1333,5.0,3014,intersection,5.0
1334,5.0,1928,ramp,3.0
1335,6.0,1975,ramp,4.0
1336,6.0,5604,intersection,5.0
1337,6.0,5604,ramp,4.0
1338,2.0,602,highway,
1339,3.0,4001,ramp,1.0
1340,6.0,1975,intersection,5.0
1341,3.0,3303,ramp,4.0
1342,3.0,5801,intersection,5.0
1343,3.0,1501,highway,
1344,1.0,305,intersection,5.0
1345,4.0,1944,highway,
1346,3.0,1923,,
1347,7.0,1941,intersection,6.0
1348,5.0,4312,ramp,4.0
1349,3.0,1923,intersection,5.0
1350,3.0,1923,highway,
1351,5.0,710,,
1352,5.0,712,ramp,1.0
1353,6.0,3616,,
1354,4.0,2106,ramp,4.0
1355,5.0,1915,ramp,1.0
1356,5.0,1977,ramp,1.0
1357,2.0,4804,,
1358,2.0,4804,highway,
1359,2.0,4804,intersection,5.0
1360,6.0,704,ramp,1.0
1361,4.0,1944,intersection,5.0
1362,4.0,3045,ramp,1.0
1363,1.0,1932,ramp,1.0
1364,3.0,3302,ramp,3.0
1365,5.0,3007,ramp,4.0
1366,6.0,3710,ramp,3.0
1367,6.0,3315,ramp,4.0
1368,4.0,3011,intersection,5.0
1369,4.0,3011,ramp,3.0
1370,4.0,3011,intersection,6.0
1371,5.0,3713,ramp,1.0
1372,5.0,3713,ramp,2.0
1373,4.0,1962,ramp,4.0
1374,5.0,3025,ramp,4.0
1375,5.0,1935,ramp,2.0
1376,6.0,3010,ramp,2.0
1377,6.0,4807,ramp,3.0
1378,4.0,1506,,
1379,2.0,1993,highway,
1380,6.0,1922,ramp,4.0
1381,3.0,902,highway,
1382,3.0,902,,
1383,9.0,3100,ramp,3.0
1384,4.0,5406,highway,1.0
1385,4.0,709,ramp,1.0
1386,5.0,712,ramp,3.0
1387,3.0,715,ramp,1.0
1388,4.0,5406,highway,
1389,6.0,4905,ramp,2.0
1390,4.0,4304,ramp,2.0
1391,4.0,4304,,
1392,4.0,4310,ramp,1.0
1393,5.0,3335,ramp,1.0
1394,9.0,4600,highway,
1395,4.0,5405,highway,
1396,2.0,4501,ramp,4.0
1397,2.0,4501,,
1398,2.0,4501,intersection,5.0
1399,5.0,111,ramp,4.0
1400,4.0,3311,intersection,6.0
1401,4.0,3311,highway,
1402,4.0,3311,ramp,4.0
1403,2.0,3606,highway,
1404,5.0,710,ramp,4.0
1405,9.0,1200,ramp,2.0
1406,5.0,1926,ramp,4.0
1407,2.0,4709,intersection,5.0
1408,9.0,4900,intersection,6.0
1409,4.0,405,,
1410,4.0,3342,ramp,1.0
1411,5.0,3308,highway,
1412,5.0,3308,intersection,6.0
1413,5.0,1976,ramp,2.0
1414,5.0,3016,ramp,4.0
1415,9.0,3700,ramp,3.0
1416,2.0,4708,ramp,2.0
1417,5.0,1959,,
1418,6.0,5604,intersection,6.0
1419,5.0,3007,ramp,3.0
1420,6.0,3607,highway,2.0
1421,9.0,5500,,
1422,5.0,1902,ramp,1.0
1423,4.0,3903,highway,
1424,6.0,3905,ramp,3.0
1425,9.0,900,ramp,4.0
1426,6.0,4314,ramp,1.0
1427,6.0,1955,ramp,4.0
1428,4.0,1916,,
1429,3.0,716,,
1430,4.0,5704,ramp,4.0
1431,4.0,3903,intersection,6.0
1432,6.0,5002,intersection,6.0
1433,7.0,1942,highway,2.0
1434,6.0,3008,ramp,1.0
1435,4.0,1304,,
1436,7.0,3001,ramp,3.0
1437,5.0,3014,ramp,4.0
1438,9.0,3400,intersection,6.0
1439,5.0,3450,ramp,1.0
1440,3.0,404,intersection,6.0
1441,6.0,4106,ramp,4.0
1442,5.0,3611,ramp,1.0
1443,5.0,107,ramp,3.0
1444,4.0,791,ramp,1.0
1445,4.0,198,highway,
1446,5.0,4117,ramp,4.0
1447,9.0,5200,intersection,5.0
1448,4.0,5690,ramp,2.0
1449,4.0,5690,highway,
1450,9.0,5600,intersection,5.0
1451,6.0,3015,ramp,4.0
1452,5.0,701,ramp,1.0
1453,9.0,3300,highway,5.0
1454,9.0,900,intersection,6.0
1455,3.0,3303,highway,
1456,4.0,4109,intersection,5.0
1457,4.0,4008,,
1458,5.0,1959,intersection,5.0
1459,4.0,1971,,
1460,4.0,1971,intersection,5.0
1461,3.0,1921,,
1462,3.0,1968,intersection,5.0
1463,5.0,107,ramp,4.0
1464,3.0,1968,,
1465,9.0,4400,intersection,6.0
1466,2.0,2304,intersection,5.0
1467,4.0,5606,highway,
1468,4.0,4008,intersection,5.0
1469,5.0,2802,intersection,5.0
1470,4.0,714,ramp,4.0
1471,3.0,3601,highway,2.0
1472,3.0,2104,highway,
1473,3.0,2303,,
1474,5.0,402,highway,5.0
1475,9.0,1300,ramp,4.0
1476,6.0,4905,ramp,1.0
1477,4.0,4120,,
1478,2.0,4580,highway,
1479,3.0,4980,highway,
1480,5.0,3447,ramp,3.0
1481,5.0,4803,ramp,1.0
1482,6.0,4807,ramp,2.0
1483,6.0,4807,ramp,1.0
1484,6.0,103,intersection,6.0
1485,9.0,900,ramp,3.0
1486,4.0,3603,ramp,2.0
1487,6.0,3610,ramp,3.0
1488,9.0,400,intersection,5.0
1489,4.0,5405,ramp,4.0
1490,5.0,1956,intersection,6.0
1491,7.0,109,intersection,6.0
1492,5.0,708,ramp,4.0
1493,6.0,5607,intersection,6.0
1494,6.0,1955,intersection,5.0
1495,3.0,1011,,
1496,3.0,1940,intersection,5.0
1497,3.0,1940,highway,
1498,4.0,4006,ramp,4.0
1499,4.0,3325,ramp,2.0
1500,9.0,1800,intersection,5.0
1501,5.0,1948,highway,
1502,5.0,1959,highway,
1503,5.0,5601,ramp,2.0
1504,2.0,4902,intersection,5.0
1505,4.0,3104,ramp,4.0
1506,6.0,3610,highway,2.0
1507,3.0,706,ramp,1.0
1508,6.0,1920,,
1509,3.0,1940,,
1510,4.0,4904,ramp,1.0
1511,9.0,4400,ramp,4.0
1512,9.0,4400,ramp,1.0
1513,9.0,4300,ramp,4.0
1514,5.0,1928,highway,2.0
1515,6.0,1953,ramp,2.0
1516,2.0,1967,intersection,5.0
1517,2.0,1967,highway,
1518,4.0,4202,highway,
1519,5.0,3450,ramp,2.0
1520,6.0,5604,ramp,1.0
1521,6.0,1950,intersection,6.0
1522,4.0,714,ramp,2.0
1523,3.0,734,highway,
1524,4.0,2706,intersection,5.0
1525,1.0,1932,ramp,2.0
1526,3.0,3013,ramp,4.0
1527,3.0,2303,ramp,1.0
1528,2.0,2601,intersection,5.0
1529,5.0,3022,ramp,4.0
1530,3.0,2711,,
1531,3.0,4108,,
1532,6.0,3607,ramp,4.0
1533,3.0,1995,,
1534,5.0,3014,ramp,2.0
1535,6.0,1920,ramp,1.0
1536,5.0,4113,ramp,4.0
1537,3.0,4401,ramp,1.0
1538,5.0,4117,ramp,2.0
1539,2.0,3336,,
1540,1.0,1204,,
1541,2.0,601,intersection,5.0
1542,3.0,3305,intersection,6.0
1543,2.0,4901,intersection,5.0
1544,2.0,2803,,
1545,5.0,3025,ramp,2.0
1546,6.0,3026,ramp,3.0
1547,5.0,3630,intersection,5.0
1548,5.0,3630,,
1549,6.0,1912,,
1550,4.0,4304,intersection,5.0
1551,2.0,4118,ramp,1.0
1552,4.0,4115,ramp,2.0
1553,4.0,5704,ramp,1.0
1554,5.0,1954,,
1555,5.0,1954,intersection,5.0
1556,5.0,1919,ramp,3.0
1557,6.0,1949,ramp,3.0
1558,5.0,1990,ramp,3.0
1559,6.0,3710,intersection,6.0
1560,5.0,3902,ramp,2.0
1561,4.0,3903,ramp,1.0
1562,4.0,2706,ramp,1.0
1563,3.0,2712,highway,
1564,4.0,2706,ramp,2.0
1565,6.0,1975,ramp,1.0
1566,2.0,3920,ramp,1.0
1567,3.0,3783,ramp,1.0
1568,5.0,4502,ramp,1.0
1569,1.0,3201,highway,
1570,2.0,403,highway,
1571,3.0,3305,highway,5.0
1572,5.0,3630,ramp,4.0
1573,6.0,1933,ramp,2.0
1574,5.0,1001,intersection,6.0
1575,5.0,4203,ramp,1.0
1576,5.0,3050,ramp,2.0
1577,5.0,3335,ramp,4.0
1578,4.0,1970,highway,
1579,6.0,1985,ramp,2.0
1580,6.0,2708,ramp,1.0
1581,5.0,1943,ramp,3.0
1582,5.0,3028,highway,3.0
1583,4.0,3049,ramp,1.0
1584,3.0,1301,intersection,5.0
1585,3.0,1301,highway,
1586,4.0,3640,ramp,4.0
1587,5.0,3017,ramp,1.0
1588,5.0,1943,ramp,2.0
1589,4.0,3325,highway,
1590,3.0,1801,,
1591,2.0,2304,intersection,6.0
1592,2.0,2304,highway,
1593,3.0,3101,intersection,5.0
1594,9.0,1900,ramp,3.0
1595,5.0,1976,ramp,1.0
1596,9.0,1300,ramp,1.0
1597,3.0,1013,,
1598,9.0,5600,ramp,3.0
1599,4.0,4008,intersection,6.0
1600,4.0,4008,highway,4.0
1601,1.0,1973,highway,
1602,6.0,3610,highway,1.0
1603,5.0,402,ramp,1.0
1604,5.0,4116,ramp,4.0
1605,3.0,4802,intersection,5.0
1606,2.0,2805,intersection,6.0
1607,6.0,4316,intersection,5.0
1608,6.0,4316,ramp,4.0
1609,5.0,4312,ramp,2.0
1610,4.0,3342,,
1611,2.0,4306,highway,
1612,5.0,3609,intersection,6.0
1613,4.0,3640,highway,
1614,9.0,3600,ramp,4.0
1615,5.0,3609,ramp,1.0
1616,4.0,2106,ramp,1.0
1617,2.0,5702,,
1618,2.0,5702,highway,
1619,3.0,3402,highway,
1620,9.0,3400,ramp,3.0
1621,4.0,1304,intersection,5.0
1622,4.0,5405,intersection,5.0
1623,4.0,1304,highway,
1624,5.0,3902,ramp,4.0
1625,3.0,1510,intersection,5.0
1626,1.0,4703,,
1627,9.0,3400,intersection,5.0
1628,4.0,711,highway,
1629,2.0,104,ramp,2.0
1630,2.0,1004,,
1631,5.0,710,ramp,1.0
1632,2.0,1007,highway,
1633,4.0,5406,,
1634,4.0,5406,ramp,4.0
1635,4.0,5406,intersection,5.0
1636,4.0,4202,intersection,5.0
1637,6.0,3610,ramp,4.0
1638,6.0,3610,intersection,6.0
1639,3.0,4980,ramp,1.0
1640,5.0,3781,ramp,2.0
1641,4.0,3312,intersection,5.0
1642,5.0,3608,ramp,4.0
1643,2.0,4906,intersection,5.0
1644,2.0,4906,,
1645,3.0,1914,ramp,1.0
1646,6.0,4316,ramp,1.0
1647,6.0,4316,intersection,6.0
1648,9.0,4800,intersection,5.0
1649,5.0,4803,ramp,2.0
1650,9.0,1200,intersection,5.0
1651,9.0,1200,ramp,3.0
1652,6.0,1933,ramp,1.0
1653,3.0,715,ramp,2.0
1654,6.0,704,ramp,2.0
1655,4.0,4307,,
1656,5.0,712,ramp,2.0
1657,5.0,708,ramp,1.0
1658,5.0,2406,intersection,5.0
1659,5.0,1947,,
1660,4.0,4805,highway,
1661,4.0,3002,intersection,6.0
1662,5.0,112,ramp,4.0
1663,4.0,5704,intersection,5.0
1664,2.0,1305,,
1665,4.0,3020,ramp,2.0
1666,5.0,3007,ramp,1.0
1667,4.0,3020,ramp,1.0
1668,4.0,5704,highway,5.0
1669,5.0,3401,ramp,2.0
1670,5.0,3608,intersection,5.0
1671,6.0,4807,ramp,4.0
1672,2.0,1958,,
1673,2.0,4902,ramp,4.0
1674,3.0,3101,ramp,1.0
1675,4.0,4202,intersection,6.0
1676,2.0,1009,intersection,5.0
1677,1.0,4701,,
1678,6.0,5002,ramp,4.0
1679,4.0,3029,intersection,6.0
1680,7.0,1942,highway,1.0
1681,2.0,4902,ramp,2.0
1682,5.0,3701,ramp,2.0
1683,5.0,3014,ramp,1.0
1684,6.0,1920,intersection,6.0
1685,4.0,709,ramp,2.0
1686,5.0,5701,ramp,4.0
1687,1.0,1932,ramp,4.0
1688,5.0,1977,ramp,3.0
1689,7.0,1941,highway,1.0
1690,5.0,4806,ramp,4.0
1691,4.0,4114,ramp,4.0
1692,9.0,1400,highway,6.0
1693,4.0,4114,intersection,6.0
1694,2.0,801,intersection,5.0
1695,2.0,801,,
1696,2.0,303,highway,
1697,2.0,303,,
1698,9.0,4800,ramp,2.0
1699,6.0,5607,ramp,1.0
1700,5.0,3713,ramp,4.0
1701,5.0,4303,ramp,4.0
1702,4.0,4315,intersection,5.0
1703,4.0,108,ramp,4.0
1704,9.0,4100,ramp,4.0
1705,4.0,3018,ramp,4.0
1706,3.0,5602,intersection,5.0
1707,5.0,1943,ramp,1.0
1708,3.0,1501,,
1709,4.0,4127,ramp,4.0
1710,6.0,3004,intersection,5.0
1711,5.0,4116,intersection,6.0
1712,3.0,110,,
1713,6.0,3008,intersection,5.0
1714,5.0,3781,,
1715,5.0,3781,intersection,6.0
1716,2.0,303,intersection,5.0
1717,3.0,3402,,
1718,4.0,3314,highway,
1719,4.0,3314,intersection,5.0
1720,2.0,3103,intersection,6.0
1721,6.0,3004,ramp,4.0
1722,2.0,4005,,
1723,2.0,2403,intersection,5.0
1724,4.0,5606,,
1725,2.0,2403,highway,
1726,4.0,5606,intersection,5.0
1727,2.0,2110,,
1728,2.0,1401,intersection,5.0
1729,2.0,4907,highway,
1730,2.0,501,highway,
1731,2.0,501,intersection,5.0
1732,4.0,1971,highway,
1733,5.0,5407,intersection,5.0
1734,5.0,5407,ramp,4.0
1735,2.0,5408,,
1736,4.0,5102,ramp,1.0
1737,6.0,3604,intersection,6.0
1738,2.0,3023,,
1739,6.0,1955,intersection,6.0
1740,9.0,2000,ramp,1.0
1741,9.0,2000,ramp,4.0
1742,9.0,2000,intersection,6.0
1743,5.0,4203,ramp,2.0
1744,6.0,3004,intersection,6.0
1745,4.0,1905,ramp,2.0
1746,9.0,2400,ramp,4.0
1747,1.0,4702,ramp,3.0
1748,5.0,3447,ramp,4.0
1749,9.0,900,highway,2.0
1750,2.0,2402,,
1751,7.0,3711,intersection,5.0
1752,3.0,707,,
1753,3.0,707,ramp,4.0
1754,6.0,4316,ramp,3.0
1755,4.0,4008,ramp,4.0
1756,4.0,790,ramp,2.0
1757,3.0,4107,intersection,6.0
1758,2.0,4501,intersection,6.0
1759,4.0,1939,ramp,4.0
1760,6.0,3010,highway,5.0
1761,5.0,3602,ramp,2.0
1762,6.0,4314,ramp,2.0
1763,2.0,3316,intersection,5.0
1764,9.0,200,,
1765,6.0,3616,intersection,5.0
1766,5.0,402,ramp,4.0
1767,3.0,5602,intersection,6.0
1768,2.0,713,,
1769,5.0,4204,ramp,1.0
1770,9.0,5600,ramp,2.0
1771,6.0,5002,ramp,3.0
1772,4.0,4114,intersection,5.0
1773,9.0,3600,ramp,3.0
1774,5.0,1959,ramp,2.0
1775,6.0,3009,ramp,1.0
1776,5.0,101,intersection,6.0
1777,9.0,5400,ramp,1.0
1778,5.0,3782,ramp,4.0
1779,3.0,707,ramp,1.0
1780,5.0,1935,ramp,1.0
1781,1.0,1934,ramp,2.0
1782,3.0,1994,ramp,2.0
1783,2.0,2110,highway,
1784,5.0,1928,ramp,2.0
1785,3.0,1603,highway,
1786,3.0,1603,,
1787,4.0,2106,ramp,2.0
1788,9.0,2100,ramp,1.0
1789,5.0,1977,ramp,2.0
1790,4.0,4305,intersection,5.0
1791,5.0,1969,ramp,1.0
1792,5.0,1901,ramp,2.0
1793,3.0,4110,ramp,2.0
1794,4.0,1910,intersection,5.0
1795,4.0,1913,ramp,1.0
1796,9.0,2100,ramp,2.0
1797,9.0,5600,intersection,6.0
1798,2.0,2111,highway,
1799,9.0,5500,intersection,5.0
1800,1.0,4702,highway,
1801,1.0,401,,
1802,4.0,3018,intersection,5.0
1803,4.0,4801,ramp,2.0
1804,6.0,4314,ramp,3.0
1805,9.0,2700,highway,5.0
1806,2.0,5408,intersection,6.0
1807,4.0,4114,highway,4.0
1808,3.0,4002,intersection,5.0
1809,1.0,2101,,
1810,5.0,1943,ramp,4.0
1811,4.0,2706,ramp,4.0
1812,6.0,103,ramp,3.0
1813,7.0,4313,intersection,6.0
1814,9.0,800,intersection,5.0
1815,4.0,1938,,
1816,4.0,1938,intersection,5.0
1817,4.0,1938,highway,
1818,4.0,4114,ramp,3.0
1819,4.0,1907,ramp,1.0
1820,3.0,1914,ramp,2.0
1821,5.0,112,intersection,6.0
1822,5.0,3025,ramp,1.0
1823,5.0,3022,ramp,1.0
1824,9.0,2300,ramp,1.0
1825,3.0,1989,ramp,1.0
1826,5.0,2802,intersection,6.0
1827,2.0,801,highway,
1828,5.0,5007,highway,
1829,3.0,702,,
1830,3.0,702,highway,
1831,5.0,3701,ramp,1.0
1832,3.0,1968,ramp,4.0
1833,5.0,3782,ramp,1.0
1834,3.0,702,intersection,5.0
1835,9.0,500,intersection,6.0
1836,3.0,3006,,
1837,3.0,2104,,
1838,2.0,2102,ramp,1.0
1839,4.0,3318,intersection,6.0
1840,5.0,3709,ramp,4.0
1841,3.0,706,,
1842,4.0,1506,intersection,5.0
1843,4.0,4307,intersection,5.0
1844,4.0,4307,ramp,4.0
1845,5.0,1954,ramp,3.0
1846,5.0,1947,ramp,1.0
1847,5.0,1952,ramp,2.0
1848,4.0,1962,ramp,3.0
1849,5.0,3608,highway,4.0
1850,5.0,3012,intersection,6.0
1851,6.0,1950,highway,4.0
1852,6.0,103,ramp,1.0
1853,2.0,602,highway,2.0
1854,5.0,3611,intersection,5.0
1855,6.0,3610,intersection,5.0
1856,3.0,2908,ramp,2.0
1857,6.0,105,highway,1.0
1858,4.0,1946,ramp,4.0
1859,4.0,1960,ramp,2.0
1860,3.0,1509,highway,
1861,6.0,1912,ramp,1.0
1862,4.0,1304,ramp,4.0
1863,5.0,5601,ramp,1.0
1864,2.0,2902,intersection,5.0
1865,2.0,2901,intersection,5.0
1866,7.0,1005,intersection,6.0
1867,4.0,1960,highway,2.0
1868,4.0,1960,ramp,1.0
